study.name,year,group.name,n,d.pair,t.pair,df.pair,mdif.pair,sdif,stder.pair,mpre,sdpre,mpos,sdpos,r.prepos,rev.sign,rev.group,autoreg,post,control,outcome,time,control_type,measure
Stefan_Revesz,2015,NA,30,NA,NA,NA,NA,NA,NA,0.97,1.07,2.93,1.41,NA,NA,NA,NA,1,NA,2,1,3,2
Stefan_Revesz,2015,NA,30,NA,NA,NA,NA,NA,NA,0.97,1.07,3.13,1.43,NA,NA,NA,NA,2,NA,2,2,3,2
Stefan_Revesz,2015,NA,30,NA,NA,NA,NA,NA,NA,2.9,1.27,3.67,0.92,NA,NA,NA,NA,1,NA,1,1,3,1
Stefan_Revesz,2015,NA,30,NA,NA,NA,NA,NA,NA,2.9,1.27,3.83,0.59,NA,NA,NA,NA,2,NA,1,2,3,1
Stefan_Revesz,2015,NA,30,NA,NA,NA,NA,NA,NA,1.13,1.55,3.1,1.47,NA,NA,NA,NA,1,NA,2,1,3,2
Stefan_Revesz,2015,NA,30,NA,NA,NA,NA,NA,NA,1.13,1.55,3.33,1.18,NA,NA,NA,NA,2,NA,2,2,3,2
Stefan_Revesz,2015,NA,29,NA,NA,NA,NA,NA,NA,2.69,1.34,3.38,1.11,NA,NA,NA,NA,1,TRUE,1,1,3,1
Stefan_Revesz,2015,NA,29,NA,NA,NA,NA,NA,NA,2.69,1.34,3.14,1.3,NA,NA,NA,NA,2,TRUE,1,2,3,1
Stefan_Revesz,2015,NA,29,NA,NA,NA,NA,NA,NA,1.72,1.51,1.17,1.6,NA,NA,NA,NA,1,TRUE,2,1,3,2
Stefan_Revesz,2015,NA,29,NA,NA,NA,NA,NA,NA,1.72,1.51,1.48,1.64,NA,NA,NA,NA,2,TRUE,2,2,3,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sun,2013,NA,11,NA,NA,NA,NA,NA,NA,0.356987,0.1948038,0.204421,0.1588429,NA,TRUE,NA,NA,1,NA,1,3,1,1
Sun,2013,NA,12,NA,NA,NA,NA,NA,NA,0.26616,0.1615753,0.260022,0.1479377,NA,TRUE,NA,NA,1,NA,1,3,1,1
Sun,2013,NA,10,NA,NA,NA,NA,NA,NA,0.30681,0.1613508,0.287568,0.104496,NA,TRUE,NA,NA,1,TRUE,1,3,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanveer.etal,2018,NA,10,NA,NA,NA,NA,NA,NA,10.448,4.53,5.398,1.84396,NA,TRUE,NA,NA,1,NA,1,1,0,1
Tanveer.etal,2018,NA,10,NA,NA,NA,NA,NA,NA,10.448,4.53,6.44,3.4307,NA,TRUE,NA,NA,2,NA,1,2,0,1
Tanveer.etal,2018,NA,10,NA,NA,NA,NA,NA,NA,10.259,1.8556,7.085,3.03298,NA,TRUE,NA,NA,1,NA,1,1,0,1
Tanveer.etal,2018,NA,10,NA,NA,NA,NA,NA,NA,10.259,1.8556,8.596,3.528,NA,TRUE,NA,NA,2,NA,1,2,0,1
Tanveer.etal,2018,NA,10,NA,NA,NA,NA,NA,NA,10.683,3.8566,13.141,5.13784,NA,TRUE,NA,NA,1,TRUE,1,1,0,1
Tanveer.etal,2018,NA,10,NA,NA,NA,NA,NA,NA,10.683,3.8566,16.65,8.03396,NA,TRUE,NA,NA,2,TRUE,1,2,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trscott_Hsu,2008,NA,21,NA,NA,NA,NA,NA,NA,0.0799,0.0367,0.113,0.0472,NA,TRUE,NA,NA,1,NA,1,2,0,1
Trscott_Hsu,2008,NA,26,NA,NA,NA,NA,NA,NA,0.0763,0.0389,0.1095,0.0537,NA,TRUE,NA,NA,1,TRUE,1,2,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VanBe_Jng_Ken,2008,NA,15,NA,NA,NA,NA,NA,NA,1.63,0.76,1.12,0.74,NA,NA,NA,NA,1,NA,1,2,2,1
VanBe_Jng_Ken,2008,NA,15,NA,NA,NA,NA,NA,NA,1.15,0.53,1.43,0.78,NA,NA,NA,NA,1,NA,1,2,2,1
VanBe_Jng_Ken,2008,NA,19,NA,NA,NA,NA,NA,NA,1.21,0.56,1.32,0.75,NA,NA,NA,NA,1,TRUE,1,2,2,1
VanBe_Jng_Ken,2008,NA,15,NA,NA,NA,NA,NA,NA,1.63,0.76,1.12,0.74,NA,NA,NA,NA,1,NA,2,2,0,2
VanBe_Jng_Ken,2008,NA,15,NA,NA,NA,NA,NA,NA,1.15,0.53,1.43,0.78,NA,NA,NA,NA,1,NA,2,2,0,2
VanBe_Jng_Ken,2008,NA,13,NA,NA,NA,NA,NA,NA,1.53,0.69,1.9,0.59,NA,NA,NA,NA,1,TRUE,2,2,0,2
VanBe_Jng_Ken,2008,NA,18,NA,NA,NA,NA,NA,NA,1.55,0.79,1.11,0.6,NA,NA,NA,NA,1,NA,3,2,2,3
VanBe_Jng_Ken,2008,NA,17,NA,NA,NA,NA,NA,NA,1.24,0.53,1.29,0.43,NA,NA,NA,NA,1,NA,3,2,2,3
VanBe_Jng_Ken,2008,NA,17,NA,NA,NA,NA,NA,NA,1.19,0.6,1.41,0.59,NA,NA,NA,NA,1,TRUE,3,2,2,3
VanBe_Jng_Ken,2008,NA,18,NA,NA,NA,NA,NA,NA,1.55,0.79,1.11,0.6,NA,NA,NA,NA,1,NA,4,2,0,4
VanBe_Jng_Ken,2008,NA,17,NA,NA,NA,NA,NA,NA,1.24,0.53,1.29,0.43,NA,NA,NA,NA,1,NA,4,2,0,4
VanBe_Jng_Ken,2008,NA,14,NA,NA,NA,NA,NA,NA,1.67,0.45,1.76,0.91,NA,NA,NA,NA,1,TRUE,4,2,0,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VanBe_Jng_KenA,2012,NA,35,NA,NA,NA,NA,NA,NA,0.55,0.31,0.49,0.33,NA,TRUE,NA,NA,1,NA,1,2,2,1
VanBe_Jng_KenA,2012,NA,35,NA,NA,NA,NA,NA,NA,0.55,0.31,0.39,0.26,NA,TRUE,NA,NA,2,NA,1,3,2,1
VanBe_Jng_KenA,2012,NA,33,NA,NA,NA,NA,NA,NA,0.47,0.33,0.51,0.27,NA,TRUE,NA,NA,1,NA,1,2,2,1
VanBe_Jng_KenA,2012,NA,33,NA,NA,NA,NA,NA,NA,0.47,0.33,0.49,0.32,NA,TRUE,NA,NA,2,NA,1,3,2,1
VanBe_Jng_KenA,2012,NA,34,NA,NA,NA,NA,NA,NA,0.53,0.32,0.64,0.41,NA,TRUE,NA,NA,1,TRUE,1,2,2,1
VanBe_Jng_KenA,2012,NA,34,NA,NA,NA,NA,NA,NA,0.53,0.32,0.6,0.39,NA,TRUE,NA,NA,2,TRUE,1,3,2,1
VanBe_Jng_KenA,2012,NA,34,NA,NA,NA,NA,NA,NA,0.55,0.31,0.49,0.33,NA,TRUE,NA,NA,1,NA,2,2,0,2
VanBe_Jng_KenA,2012,NA,34,NA,NA,NA,NA,NA,NA,0.55,0.31,0.39,0.26,NA,TRUE,NA,NA,2,NA,2,3,0,2
VanBe_Jng_KenA,2012,NA,31,NA,NA,NA,NA,NA,NA,0.47,0.33,0.51,0.27,NA,TRUE,NA,NA,1,NA,2,2,0,2
VanBe_Jng_KenA,2012,NA,31,NA,NA,NA,NA,NA,NA,0.47,0.33,0.49,0.32,NA,TRUE,NA,NA,2,NA,2,3,0,2
VanBe_Jng_KenA,2012,NA,33,NA,NA,NA,NA,NA,NA,0.52,0.36,0.69,0.44,NA,TRUE,NA,NA,1,TRUE,2,2,0,2
VanBe_Jng_KenA,2012,NA,33,NA,NA,NA,NA,NA,NA,0.52,0.36,0.72,0.46,NA,TRUE,NA,NA,2,TRUE,2,3,0,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VanBe_Jng_KenB,2012,NA,32,NA,NA,NA,NA,NA,NA,0.43,0.27,0.32,0.22,NA,TRUE,NA,NA,1,NA,1,2,2,1
VanBe_Jng_KenB,2012,NA,32,NA,NA,NA,NA,NA,NA,0.43,0.27,0.39,0.34,NA,TRUE,NA,NA,2,NA,1,3,2,1
VanBe_Jng_KenB,2012,NA,29,NA,NA,NA,NA,NA,NA,0.3,0.24,0.36,0.27,NA,TRUE,NA,NA,1,NA,1,2,2,1
VanBe_Jng_KenB,2012,NA,29,NA,NA,NA,NA,NA,NA,0.3,0.24,0.37,0.22,NA,TRUE,NA,NA,2,NA,1,3,2,1
VanBe_Jng_KenB,2012,NA,37,NA,NA,NA,NA,NA,NA,0.37,0.25,0.42,0.3,NA,TRUE,NA,NA,1,TRUE,1,2,2,1
VanBe_Jng_KenB,2012,NA,37,NA,NA,NA,NA,NA,NA,0.37,0.25,0.46,0.33,NA,TRUE,NA,NA,2,TRUE,1,3,2,1
VanBe_Jng_KenB,2012,NA,32,NA,NA,NA,NA,NA,NA,0.43,0.27,0.32,0.22,NA,TRUE,NA,NA,1,NA,2,2,0,2
VanBe_Jng_KenB,2012,NA,32,NA,NA,NA,NA,NA,NA,0.43,0.27,0.39,0.34,NA,TRUE,NA,NA,2,NA,2,3,0,2
VanBe_Jng_KenB,2012,NA,29,NA,NA,NA,NA,NA,NA,0.3,0.24,0.36,0.27,NA,TRUE,NA,NA,1,NA,2,2,0,2
VanBe_Jng_KenB,2012,NA,29,NA,NA,NA,NA,NA,NA,0.3,0.24,0.37,0.22,NA,TRUE,NA,NA,2,NA,2,3,0,2
VanBe_Jng_KenB,2012,NA,36,NA,NA,NA,NA,NA,NA,0.37,0.27,0.44,0.23,NA,TRUE,NA,NA,1,TRUE,2,2,0,2
VanBe_Jng_KenB,2012,NA,36,NA,NA,NA,NA,NA,NA,0.37,0.27,0.45,0.23,NA,TRUE,NA,NA,2,TRUE,2,3,0,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wagner,2016,NA,21,NA,NA,NA,NA,NA,NA,2.1,2.6,1.2,1.6,NA,TRUE,NA,NA,1,NA,1,3,1,1
Wagner,2016,NA,19,NA,NA,NA,NA,NA,NA,2,2.9,2,2.7,NA,TRUE,NA,NA,1,TRUE,1,3,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang,2017,NA,35,NA,NA,NA,NA,NA,NA,16.5,10.98,6.1,5.91,NA,TRUE,NA,NA,1,NA,1,3,1,1
Wang,2017,NA,35,NA,NA,NA,NA,NA,NA,18.2,14.08,6.5,7.84,NA,TRUE,NA,NA,1,NA,1,3,1,1
Wang,2017,NA,35,NA,NA,NA,NA,NA,NA,11,13.45,5.6,10.76,NA,TRUE,NA,NA,1,TRUE,1,3,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yu_Cheng,2017,NA,31,NA,NA,NA,NA,NA,NA,76.03,14.16,76.45,15.52,NA,NA,NA,NA,1,NA,1,1,1,1
Yu_Cheng,2017,NA,31,NA,NA,NA,NA,NA,NA,76.03,14.16,82,11.28,NA,NA,NA,NA,2,NA,1,2,1,1
Yu_Cheng,2017,NA,29,NA,NA,NA,NA,NA,NA,84.24,11.4,78.31,11.24,NA,NA,NA,NA,1,TRUE,1,1,1,1
Yu_Cheng,2017,NA,29,NA,NA,NA,NA,NA,NA,84.24,11.4,85.34,9.72,NA,NA,NA,NA,2,TRUE,1,2,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang,2017,NA,30,NA,NA,NA,NA,NA,NA,5.17,1.577,6.97,1.402,NA,TRUE,NA,NA,1,NA,1,2,0,1
Zhang,2017,NA,30,NA,NA,NA,NA,NA,NA,5.17,1.577,6.73,1.081,NA,TRUE,NA,NA,2,NA,1,3,0,1
Zhang,2017,NA,30,NA,NA,NA,NA,NA,NA,5.07,1.552,5.73,1.388,NA,TRUE,NA,NA,1,TRUE,1,2,0,1
Zhang,2017,NA,30,NA,NA,NA,NA,NA,NA,5.07,1.552,5.67,1.155,NA,TRUE,NA,NA,2,TRUE,1,3,0,1
